name,Reference,inchi,Organism,DetectedBy,TypeOfExperiment,TypeOfDetection,Comments,,,
Genistein,PMID:8012039,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:8764489,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
N-acetyl-L-serine,PMID:1435253,"InChI=1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Inorganic phosphate,PMID:8628229,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:10972810,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrate,PMID:7050087,InChI=1S/NO3/c2-1(3)4/q-1,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitric oxide,PMID:19477902,InChI=1S/NO/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
3-methylbenzoate,PMID:8241263,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)/p-1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:11555292,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:10746770,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"1,2-propanediol",PMID:9171434,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"StyS, sensor histidine kinase",PMID:9495743,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
2-oxoglutarate,PMID:20875081,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Anaerobic conditions,PMID:10658656,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
p-coumaric acid,PMID:19542339,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"3,4-dimethylphenol",PMID:8559069,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:10894724,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Oxygen,PMID:10400577,InChI=1S/O2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Oxygen,PMID:2842062,InChI=1S/O2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Sulfide,PMID:1909324,InChI=1S/S/q-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Oxygen,PMID:1597448,InChI=1S/O2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
3-methylcatechol,PMID:8132448,"InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:8057841,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Polygalacturonate,PMID:9393696,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nopaline,PMID:8552026,"InChI=1S/C11H20N4O6/c12-11(13)14-5-1-2-6(9(18)19)15-7(10(20)21)3-4-8(16)17/h6-7,15H,1-5H2,(H,16,17)(H,18,19)(H,20,21)(H4,12,13,14)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Hydrogen peroxide,PMID:15601722,InChI=1S/H2O2/c1-2/h1-2H,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Light intensity,PMID:10564521,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
N-(3-Oxooctanoyl) homoserine lactone,PMID:8464476,"InChI=1S/C12H19NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h10H,2-8H2,1H3,(H,13,15)/t10-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Anaerobic conditions,PMID:3138237,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"cis,cis-muconate",PMID:10542171,"InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Testosterone,PMID:11139589,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Naringenin,PMID:1421508,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Mitomycin C,PMID:16000766,"InChI=1S/C15H18N4O5/c1-5-9(16)12(21)8-6(4-24-14(17)22)15(23-2)13-7(18-13)3-19(15)10(8)11(5)20/h6-7,13,18H,3-4,16H2,1-2H3,(H2,17,22)/t6-,7+,13+,15-/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Luteolin,PMID:8969536,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Ammonium ion,PMID:9864338,InChI=1S/H3N/h1H3/p+1,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
High osmolarity conditions,PMID:1447138,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"RscS, sensor kinase (Vibrio fisheri)",PMID:18441059,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
3-chloro-4-hydroxyphenylacetic acid,PMID:15381694,"InChI=1S/C8H7ClO3/c9-6-3-5(4-8(11)12)1-2-7(6)10/h1-3,10H,4H2,(H,11,12)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Ammonium ion,PMID:1406587,InChI=1S/H3N/h1H3/p+1,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Molybdate,PMID:8550508,InChI=1S/Mo.4O,,,2*-1,,,,,Extracted from RegTransBase v20120406 (20170227).
Glucose,PMID:21299645,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrogen,PMID:10515946,InChI=1S/N2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Flavonoids from plant exudate,PMID:2127953,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Octopine,PMID:7473744,"InChI=1S/C9H18N4O4/c1-5(7(14)15)13-6(8(16)17)3-2-4-12-9(10)11/h5-6,13H,2-4H2,1H3,(H,14,15)(H,16,17)(H4,10,11,12)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
N-(3-Oxohexanoyl) homoserine lactone,PMID:16788181,"InChI=1S/C10H15NO4/c1-2-3-7(12)6-9(13)11-8-4-5-15-10(8)14/h8H,2-6H2,1H3,(H,11,13)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:11344161,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Crh, phosphocarrier protein",PMID:10217782,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:9852003,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Phosphate limitation conditions,PMID:9751771,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Phenol,PMID:9802031,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Urocanate,PMID:2666390,"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1+",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"2,5-dimethylphenol",PMID:8559069,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrite,PMID:7601854,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Cyclic 3',5'-AMP",PMID:11553605,"InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Zinc ion, (Zn2+)",PMID:17416659,InChI=1S/Zn,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Vancomycin,PMID:14645279,"InChI=1S/C66H75Cl2N9O24/c1-23(2)12-34(71-5)58(88)76-49-51(83)26-7-10-38(32(67)14-26)97-40-16-28-17-41(55(40)101-65-56(54(86)53(85)42(22-78)99-65)100-44-21-66(4,70)57(87)24(3)96-44)98-39-11-8-27(15-33(39)68)52(84)50-63(93)75-48(64(94)95)31-18-29(79)19-37(81)45(31)30-13-25(6-9-36(30)80)46(60(90)77-50)74-61(91)47(28)73-59(89)35(20-43(69)82)72-62(49)92/h6-11,13-19,23-24,34-35,42,44,46-54,56-57,65,71,78-81,83-87H,12,20-22,70H2,1-5H3,(H2,69,82)(H,72,92)(H,73,89)(H,74,91)(H,75,93)(H,76,88)(H,77,90)(H,94,95)/t24-,34+,35-,42+,44-,46+,47+,48-,49+,50-,51+,52+,53+,54-,56+,57+,65-,66-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Microaerobic conditions,PMID:15165250,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Copper ion, (Cu2+)",PMID:15691931,InChI=1S/Cu,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:9023215,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Naringenin,PMID:15872217,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:9852033,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Nickel ion, (Ni2+)",PMID:8522528,InChI=1S/Ni,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Toluene,PMID:11251828,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Oxygen,PMID:1900277,InChI=1S/O2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
3-methylphenol,PMID:8132448,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Benzoic acid,PMID:7592340,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
16-amino-acid mixture,PMID:8951816,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe3+)",PMID:10658665,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Acetosyringone,PMID:16791832,"InChI=1S/C10H12O4/c1-6(11)7-4-8(13-2)10(12)9(5-7)14-3/h4-5,12H,1-3H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Cell density,PMID:17660440,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrogen,PMID:10986271,InChI=1S/N2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:10601227,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
N-(3-Oxohexanoyl) homoserine lactone,PMID:16159785,"InChI=1S/C10H15NO4/c1-2-3-7(12)6-9(13)11-8-4-5-15-10(8)14/h8H,2-6H2,1H3,(H,11,13)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Apigenin,PMID:2332406,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Ammonium ion,PMID:11929526,InChI=1S/H3N/h1H3/p+1,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Anthranilic acid,PMID:12813084,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
2-hydroxymuconic semialdehyde,PMID:10878134,"InChI=1S/C6H6O4/c7-4-2-1-3-5(8)6(9)10/h1-4,7H,(H,9,10)/b3-1+,4-2+",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrate,PMID:7854119,InChI=1S/NO3/c2-1(3)4/q-1,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Succinate,PMID:9573150,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:9317037,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:1542688,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Cyclic 3',5'-AMP",PMID:10986267,"InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose-6-phosphate,PMID:9106211,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Polygalacturonate,PMID:11555291,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Chloramphenicol,PMID:7755611,"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"VanS, two component sensor kinase",PMID:16420361,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Xylose,PMID:9573180,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Sucrose,PMID:10613841,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
D-leucine,PMID:14617647,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Oxygen,PMID:7896698,InChI=1S/O2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Benzoic acid,PMID:8522507,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
3-methylbenzyl alcohol,PMID:3611023,"InChI=1S/C8H10O/c1-7-3-2-4-8(5-7)6-9/h2-5,9H,6H2,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"PtrA, regulatory protein",PMID:15469505,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:9079904,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Succinic semialdehyde,PMID:16942602,"InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Aspartic acid,PMID:11133942,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:18223086,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe3+)",PMID:9603869,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Hydrogen peroxide,PMID:17140413,InChI=1S/H2O2/c1-2/h1-2H,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Choline,PMID:9244277,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"1,2-dimethylbenzene",PMID:8636038,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrogen,PMID:2608029,InChI=1S/N2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
L-isoleucine,PMID:10217783,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Hydroxycinnamate,PMID:12957928,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Manganese ion, (Mn2+)",PMID:15240318,InChI=1S/Mn,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Dicyclopropylketone,PMID:10049394,"InChI=1S/C7H10O/c8-7(5-1-2-5)6-3-4-6/h5-6H,1-4H2",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Diamide,PMID:16135233,InChI=1S/C6H12N4O2/c1-9(2)5(11)7-8-6(12)10(3)4/h1-4H3/b8-7+,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Heat shock conditions,PMID:10716740,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Apigenin,PMID:2519112,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Mercury ion, (Hg2+)",PMID:17015653,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Heat shock conditions,PMID:8703196,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:19221735,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:11722746,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Competence-stimulating peptide,PMID:10931279,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Ammonium ion,PMID:2570059,InChI=1S/H3N/h1H3/p+1,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"SapK, sensor histidine kinase",PMID:7721704,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Biotinyl-5`-AMP,PMID:8373769,"InChI=1S/C20H28N7O9PS/c21-17-14-18(23-7-22-17)27(8-24-14)19-16(30)15(29)10(35-19)5-34-37(32,33)36-12(28)4-2-1-3-11-13-9(6-38-11)25-20(31)26-13/h7-11,13,15-16,19,29-30H,1-6H2,(H,32,33)(H2,21,22,23)(H2,25,26,31)/t9-,10+,11-,13-,15+,16+,19+/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Zinc ion, (Zn2+)",PMID:21317326,InChI=1S/Zn,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Microaerobic conditions,PMID:18341582,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Polygalacturonate,PMID:8577252,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Luteolin,PMID:16453883,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
N-octanoyl homoserine lactone,PMID:17159218,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
N-(3-Oxohexanoyl) homoserine lactone,PMID:1373136,"InChI=1S/C10H15NO4/c1-2-3-7(12)6-9(13)11-8-4-5-15-10(8)14/h8H,2-6H2,1H3,(H,11,13)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Acetate,PMID:10894724,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
3-methylbenzyl alcohol,PMID:3520241,"InChI=1S/C8H10O/c1-7-3-2-4-8(5-7)6-9/h2-5,9H,6H2,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
UV irradiation,PMID:9663685,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Methylamine,PMID:8002620,"InChI=1S/CH5N/c1-2/h2H2,1H3",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:11222621,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Anaerobic conditions,PMID:1735706,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"RNA polymerase, core enzyme",PMID:9341173,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glutamine,PMID:9487694,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
poly-[(R)-3-hydroxybutyrate],PMID:12081972,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Aerobactin,PMID:16172537,"InChI=1S/C22H36N4O13/c1-13(27)25(38)9-5-3-7-15(19(31)32)23-17(29)11-22(37,21(35)36)12-18(30)24-16(20(33)34)8-4-6-10-26(39)14(2)28/h15-16,37-39H,3-12H2,1-2H3,(H,23,29)(H,24,30)(H,31,32)(H,33,34)(H,35,36)/t15-,16-/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Low temperature,PMID:10198027,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Oxygen,PMID:8227001,InChI=1S/O2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:9673256,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Succinate,PMID:10648542,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"Iron ion, (Fe2+)",PMID:16113291,InChI=1S/Fe,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Ribose,PMID:10941799,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4-,5?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:11489864,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrogen limitation,PMID:19648236,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Anaerobic conditions,PMID:8759861,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
L-arabinose,PMID:2231717,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Fructose,PMID:10664837,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:11200229,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Succinate,PMID:8828229,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Hemin,PMID:17635909,,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
"2-chloro-cis,cis-muconate",PMID:9352923,"InChI=1S/C6H5ClO4/c7-4(6(10)11)2-1-3-5(8)9/h1-3H,(H,8,9)(H,10,11)/p-2/b3-1-,4-2+",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Carbon dioxide,PMID:12091720,InChI=1S/CO2/c2-1-3,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Glucose,PMID:7896692,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Nitrogen,PMID:11375175,InChI=1S/N2/c1-2,,,,,Extracted from RegTransBase v20120406 (20170227).,,,
Paraquat,PMID:15845502,"InChI=1S/C12H14N2/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12/h3-10H,1-2H3/q+2",,,,,Extracted from RegTransBase v20120406 (20170227).,,,
